Rainfall,Year,Month,Area
30.8,2012,March,Tasmania
22,2012,April,Tasmania
92.2,2012,May,Tasmania
33.2,2012,June,Tasmania
18.2,2012,July,Tasmania
57.8,2012,August,Tasmania
68,2012,September,Tasmania
29,2012,October,Tasmania
24.8,2012,November,Tasmania
22,2012,December,Tasmania
11.4,2013,January,Tasmania
23.4,2013,February,Tasmania
48.6,2013,March,Tasmania
21.2,2013,April,Tasmania
23,2013,May,Tasmania
51,2013,June,Tasmania
101.4,2013,July,Tasmania
61,2013,August,Tasmania
40,2013,September,Tasmania
106.6,2013,October,Tasmania
94,2013,November,Tasmania
28.2,2013,December,Tasmania
16.2,2014,January,Tasmania
27.6,2014,February,Tasmania
23.4,2014,March,Tasmania
42,2014,April,Tasmania
30.6,2014,May,Tasmania
20.6,2014,June,Tasmania
95.8,2014,July,Tasmania
46.2,2014,August,Tasmania
19.4,2014,September,Tasmania
49.6,2014,October,Tasmania
34.8,2014,November,Tasmania
78,2014,December,Tasmania
121.6,2015,January,Tasmania
21.6,2015,February,Tasmania
51.2,2015,March,Tasmania
12.4,2015,April,Tasmania
75.8,2015,May,Tasmania
44.2,2015,June,Tasmania
23,2015,July,Tasmania
63.8,2015,August,Tasmania
25,2015,September,Tasmania
14.4,2015,October,Tasmania
40.4,2015,November,Tasmania
35,2015,December,Tasmania
40.2,2016,January,Tasmania
21.8,2016,February,Tasmania
17,2016,March,Tasmania
8.8,2016,April,Tasmania
96,2016,May,Tasmania
115.4,2016,June,Tasmania
79.2,2016,July,Tasmania
15.8,2016,August,Tasmania
94.2,2016,September,Tasmania
83.4,2016,October,Tasmania
65.2,2016,November,Tasmania
56.6,2016,December,Tasmania
60,2017,January,Tasmania
10.4,2017,February,Tasmania
37,2017,March,Tasmania
21.6,2017,April,Tasmania
28.4,2017,May,Tasmania
6.6,2017,June,Tasmania
37.2,2017,July,Tasmania
65,2017,August,Tasmania
46.2,2017,September,Tasmania
33.4,2017,October,Tasmania
46.4,2017,November,Tasmania
101,2017,December,Tasmania
22.2,2018,January,Tasmania
35.2,2018,February,Tasmania
38.6,2018,March,Tasmania
30,2018,April,Tasmania
146.2,2018,May,Tasmania
34.2,2018,June,Tasmania
55.2,2018,July,Tasmania
53.4,2018,August,Tasmania
17.4,2018,September,Tasmania
30.2,2018,October,Tasmania
61.6,2018,November,Tasmania
61,2018,December,Tasmania
0.4,2019,January,Tasmania
35.4,2019,February,Tasmania
18.2,2019,March,Tasmania
32.4,2019,April,Tasmania
23.4,2019,May,Tasmania
19.4,2019,June,Tasmania
46.6,2019,July,Tasmania
100.2,2019,August,Tasmania
34.6,2019,September,Tasmania
17.6,2019,October,Tasmania
40.8,2019,November,Tasmania
16,2019,December,Tasmania
33.6,2020,January,Tasmania
15.8,2020,February,Tasmania
72,2020,March,Tasmania
78,2020,April,Tasmania
15.8,2020,May,Tasmania
84.2,2020,June,Tasmania
11.6,2020,July,Tasmania
103.8,2020,August,Tasmania
35,2020,September,Tasmania
122,2020,October,Tasmania
12.2,2020,November,Tasmania
72.2,2020,December,Tasmania
28.8,2021,January,Tasmania
52,2021,February,Tasmania
59.6,2021,March,Tasmania
23.8,2021,April,Tasmania
28.4,2021,May,Tasmania
59.8,2021,June,Tasmania
14.2,2021,July,Tasmania
50.6,2021,August,Tasmania
71.6,2021,September,Tasmania
160.4,2021,October,Tasmania
90,2021,November,Tasmania
40.8,2021,December,Tasmania
54.4,2022,January,Tasmania
5.4,2022,February,Tasmania
30.6,2022,March,Tasmania
21,2022,April,Tasmania
134.6,2022,May,Tasmania
58.2,2022,June,Tasmania
25.4,2022,July,Tasmania
67,2022,August,Tasmania
59,2022,September,Tasmania
90.2,2022,October,Tasmania
78.6,2022,November,Tasmania
75.6,2022,December,Tasmania
11,2023,January,Tasmania
48.6,2023,February,Tasmania
34.6,2023,March,Tasmania
24.8,2023,April,Tasmania
22.2,2023,May,Tasmania
62.8,2023,June,Tasmania
31,2023,July,Tasmania
16.8,2023,August,Tasmania
38.4,2023,September,Tasmania
69,2023,October,Tasmania
34.4,2023,November,Tasmania
29.2,2023,December,Tasmania
41.2,2000,January,Victoria
34.6,2000,February,Victoria
24.6,2000,March,Victoria
39.6,2000,April,Victoria
78.4,2000,May,Victoria
27.6,2000,June,Victoria
35,2000,July,Victoria
31,2000,August,Victoria
65.2,2000,September,Victoria
124.4,2000,October,Victoria
38.2,2000,November,Victoria
18.4,2000,December,Victoria
7.2,2001,January,Victoria
11.4,2001,February,Victoria
142.2,2001,March,Victoria
96.8,2001,April,Victoria
13.4,2001,May,Victoria
35.6,2001,June,Victoria
10,2001,July,Victoria
43.4,2001,August,Victoria
20.8,2001,September,Victoria
51,2001,October,Victoria
56.6,2001,November,Victoria
50,2001,December,Victoria
33.6,2002,January,Victoria
52,2002,February,Victoria
41,2002,March,Victoria
41,2002,April,Victoria
18.8,2002,May,Victoria
30.6,2002,June,Victoria
31.6,2002,July,Victoria
22.6,2002,August,Victoria
28,2002,September,Victoria
25.4,2002,October,Victoria
18.2,2002,November,Victoria
10.2,2002,December,Victoria
7.6,2003,January,Victoria
17.8,2003,February,Victoria
23,2003,March,Victoria
57,2003,April,Victoria
13,2003,May,Victoria
36.6,2003,June,Victoria
61.2,2003,July,Victoria
50.6,2003,August,Victoria
25.4,2003,September,Victoria
69.8,2003,October,Victoria
26.8,2003,November,Victoria
30.6,2003,December,Victoria
24.4,2004,January,Victoria
9.8,2004,February,Victoria
20.2,2004,March,Victoria
49,2004,April,Victoria
18.2,2004,May,Victoria
24.2,2004,June,Victoria
27.8,2004,July,Victoria
69.4,2004,August,Victoria
47.8,2004,September,Victoria
45.2,2004,October,Victoria
113,2004,November,Victoria
59.2,2004,December,Victoria
24,2005,January,Victoria
200.6,2005,February,Victoria
7.8,2005,March,Victoria
26,2005,April,Victoria
8,2005,May,Victoria
31,2005,June,Victoria
21.8,2005,July,Victoria
57.6,2005,August,Victoria
39.4,2005,September,Victoria
69,2005,October,Victoria
64.6,2005,November,Victoria
48,2005,December,Victoria
50.6,2006,January,Victoria
58.8,2006,February,Victoria
13.2,2006,March,Victoria
43.2,2006,April,Victoria
40.4,2006,May,Victoria
10.4,2006,June,Victoria
39.4,2006,July,Victoria
27.2,2006,August,Victoria
38.4,2006,September,Victoria
8.4,2006,October,Victoria
39,2006,November,Victoria
15.8,2006,December,Victoria
24.2,2007,January,Victoria
13,2007,February,Victoria
39.4,2007,March,Victoria
29.2,2007,April,Victoria
41,2007,May,Victoria
45.4,2007,June,Victoria
41.2,2007,July,Victoria
17.6,2007,August,Victoria
8.2,2007,September,Victoria
5.6,2007,October,Victoria
74.6,2007,November,Victoria
83.2,2007,December,Victoria
38.8,2008,January,Victoria
31.2,2008,February,Victoria
23.2,2008,March,Victoria
9.8,2008,April,Victoria
36.2,2008,May,Victoria
12.6,2008,June,Victoria
38.2,2008,July,Victoria
46,2008,August,Victoria
16.8,2008,September,Victoria
11.4,2008,October,Victoria
46.8,2008,November,Victoria
94.6,2008,December,Victoria
1.6,2009,January,Victoria
6,2009,February,Victoria
35.8,2009,March,Victoria
33.4,2009,April,Victoria
11.2,2009,May,Victoria
19.4,2009,June,Victoria
25.2,2009,July,Victoria
35.6,2009,August,Victoria
55,2009,September,Victoria
20.2,2009,October,Victoria
117,2009,November,Victoria
37.4,2009,December,Victoria
26.8,2010,January,Victoria
36.6,2010,February,Victoria
88,2010,March,Victoria
18,2010,April,Victoria
31.4,2010,May,Victoria
47,2010,June,Victoria
27.4,2010,July,Victoria
64.8,2010,August,Victoria
42,2010,September,Victoria
131.2,2010,October,Victoria
130,2010,November,Victoria
84.2,2010,December,Victoria
97.2,2011,January,Victoria
87.4,2011,February,Victoria
27.4,2011,March,Victoria
44.4,2011,April,Victoria
42.8,2011,May,Victoria
20.2,2011,June,Victoria
22.2,2011,July,Victoria
15.4,2011,August,Victoria
76,2011,September,Victoria
72.8,2011,October,Victoria
112,2011,November,Victoria
60.6,2011,December,Victoria
10.6,2012,January,Victoria
81.6,2012,February,Victoria
64,2012,March,Victoria
35.4,2012,April,Victoria
54,2012,May,Victoria
55.4,2012,June,Victoria
34.2,2012,July,Victoria
50.4,2012,August,Victoria
29.8,2012,September,Victoria
25,2012,October,Victoria
23.6,2012,November,Victoria
18.8,2012,December,Victoria
9.8,2013,January,Victoria
55.2,2013,February,Victoria
44.2,2013,March,Victoria
24.2,2013,April,Victoria
26,2013,May,Victoria
126,2013,June,Victoria
35,2013,July,Victoria
38.2,2013,August,Victoria
66,2013,September,Victoria
42.6,2013,October,Victoria
56.8,2013,November,Victoria
35.8,2013,December,Victoria
8.4,2014,January,Victoria
14,2014,February,Victoria
25.4,2014,March,Victoria
65.6,2014,April,Victoria
17.8,2014,May,Victoria
44.4,2014,June,Victoria
20.6,2014,July,Victoria
31.2,2014,August,Victoria
47.2,2014,September,Victoria
36.4,2014,October,Victoria
50.2,2014,November,Victoria
41.4,2014,December,Victoria
30,2015,January,Victoria
38.8,2015,February,Victoria
22.2,2015,March,Victoria
35.2,2015,April,Victoria
25.4,2015,May,Victoria
23.4,2015,June,Victoria
63.6,2015,July,Victoria
19.4,2015,August,Victoria
27.8,2015,September,Victoria
16.6,2015,October,Victoria
54.2,2015,November,Victoria
44.8,2015,December,Victoria
44.8,2016,January,Victoria
4.4,2016,February,Victoria
27.2,2016,March,Victoria
36.4,2016,April,Victoria
47,2016,May,Victoria
66.4,2016,June,Victoria
63.4,2016,July,Victoria
30.6,2016,August,Victoria
99.8,2016,September,Victoria
77.4,2016,October,Victoria
39.8,2016,November,Victoria
77.4,2016,December,Victoria
25.6,2017,January,Victoria
32.4,2017,February,Victoria
33.4,2017,March,Victoria
103.2,2017,April,Victoria
19.4,2017,May,Victoria
16.4,2017,June,Victoria
17.8,2017,July,Victoria
40,2017,August,Victoria
28,2017,September,Victoria
33.2,2017,October,Victoria
51.6,2017,November,Victoria
124.4,2017,December,Victoria
70.2,2018,January,Victoria
2.2,2018,February,Victoria
30,2018,March,Victoria
7,2018,April,Victoria
60,2018,May,Victoria
71.4,2018,June,Victoria
16.2,2018,July,Victoria
21.6,2018,August,Victoria
16.4,2018,September,Victoria
38.4,2018,October,Victoria
98.6,2018,November,Victoria
116.8,2018,December,Victoria
11.2,2019,January,Victoria
15.2,2019,February,Victoria
6.4,2019,March,Victoria
5,2019,April,Victoria
59.8,2019,May,Victoria
58.4,2019,June,Victoria
26.6,2019,July,Victoria
47.2,2019,August,Victoria
38.4,2019,September,Victoria
33.2,2019,October,Victoria
49.6,2019,November,Victoria
7.8,2019,December,Victoria
100,2020,January,Victoria
56.6,2020,February,Victoria
89.8,2020,March,Victoria
130.8,2020,April,Victoria
49.8,2020,May,Victoria
22.8,2020,June,Victoria
28,2020,July,Victoria
66.8,2020,August,Victoria
27.8,2020,September,Victoria
64.4,2020,October,Victoria
44.8,2020,November,Victoria
30.8,2020,December,Victoria
106.4,2021,January,Victoria
5.2,2021,February,Victoria
49,2021,March,Victoria
13.2,2021,April,Victoria
67.6,2021,May,Victoria
50.4,2021,June,Victoria
24,2021,July,Victoria
35.2,2021,August,Victoria
66.6,2021,September,Victoria
126.8,2021,October,Victoria
86,2021,November,Victoria
34.8,2021,December,Victoria
58.2,2022,January,Victoria
4.8,2022,February,Victoria
67,2022,March,Victoria
68.2,2022,April,Victoria
17.2,2022,May,Victoria
30.6,2022,June,Victoria
38.2,2022,July,Victoria
62,2022,August,Victoria
49,2022,September,Victoria
146,2022,October,Victoria
74.8,2022,November,Victoria
94.2,2022,December,Victoria
11.4,2023,January,Victoria
18,2023,February,Victoria
25,2023,March,Victoria
59.2,2023,April,Victoria
43.4,2023,May,Victoria
37.6,2023,June,Victoria
11,2023,July,Victoria
28.2,2023,August,Victoria
8.2,2023,September,Victoria
51.8,2023,October,Victoria
38,2023,November,Victoria
92.6,2023,December,Victoria
102.4,2000,January,Western Australia
0.2,2000,February,Western Australia
30,2000,March,Western Australia
41,2000,April,Western Australia
20.8,2000,May,Western Australia
95.4,2000,June,Western Australia
216.8,2000,July,Western Australia
130,2000,August,Western Australia
45.4,2000,September,Western Australia
5.4,2000,October,Western Australia
19,2000,November,Western Australia
0.6,2000,December,Western Australia
0.8,2001,January,Western Australia
1.8,2001,February,Western Australia
2.6,2001,March,Western Australia
5,2001,April,Western Australia
99,2001,May,Western Australia
56.2,2001,June,Western Australia
183.8,2001,July,Western Australia
120.8,2001,August,Western Australia
98,2001,September,Western Australia
27,2001,October,Western Australia
22.2,2001,November,Western Australia
5.8,2001,December,Western Australia
10.2,2002,January,Western Australia
1,2002,February,Western Australia
4,2002,March,Western Australia
76.4,2002,April,Western Australia
65.6,2002,May,Western Australia
138.2,2002,June,Western Australia
134.4,2002,July,Western Australia
79.2,2002,August,Western Australia
75,2002,September,Western Australia
38.4,2002,October,Western Australia
23.6,2002,November,Western Australia
2.2,2002,December,Western Australia
0.6,2003,January,Western Australia
19.6,2003,February,Western Australia
60.4,2003,March,Western Australia
44.8,2003,April,Western Australia
84.4,2003,May,Western Australia
158.2,2003,June,Western Australia
154.4,2003,July,Western Australia
121,2003,August,Western Australia
95.4,2003,September,Western Australia
22.2,2003,October,Western Australia
46.4,2003,November,Western Australia
2.8,2003,December,Western Australia
0,2004,January,Western Australia
9.2,2004,February,Western Australia
0.4,2004,March,Western Australia
6,2004,April,Western Australia
118,2004,May,Western Australia
110,2004,June,Western Australia
101.6,2004,July,Western Australia
149.6,2004,August,Western Australia
29.2,2004,September,Western Australia
41,2004,October,Western Australia
41,2004,November,Western Australia
3.2,2004,December,Western Australia
1,2005,January,Western Australia
2.8,2005,February,Western Australia
52.8,2005,March,Western Australia
20.8,2005,April,Western Australia
153.2,2005,May,Western Australia
250.2,2005,June,Western Australia
63.4,2005,July,Western Australia
119.2,2005,August,Western Australia
84.8,2005,September,Western Australia
50.6,2005,October,Western Australia
15.4,2005,November,Western Australia
5.8,2005,December,Western Australia
28.2,2006,January,Western Australia
24,2006,February,Western Australia
5.8,2006,March,Western Australia
32.4,2006,April,Western Australia
43.6,2006,May,Western Australia
27.8,2006,June,Western Australia
80.2,2006,July,Western Australia
124.6,2006,August,Western Australia
65.6,2006,September,Western Australia
24.4,2006,October,Western Australia
19.2,2006,November,Western Australia
3.8,2006,December,Western Australia
20.2,2007,January,Western Australia
2.8,2007,February,Western Australia
5.4,2007,March,Western Australia
70.6,2007,April,Western Australia
68.6,2007,May,Western Australia
53.4,2007,June,Western Australia
193.4,2007,July,Western Australia
113,2007,August,Western Australia
97.2,2007,September,Western Australia
46.6,2007,October,Western Australia
5.2,2007,November,Western Australia
16.2,2007,December,Western Australia
0,2008,January,Western Australia
39.6,2008,February,Western Australia
16.2,2008,March,Western Australia
135,2008,April,Western Australia
59.8,2008,May,Western Australia
170,2008,June,Western Australia
213.6,2008,July,Western Australia
19,2008,August,Western Australia
66.8,2008,September,Western Australia
33.8,2008,October,Western Australia
69,2008,November,Western Australia
5.4,2008,December,Western Australia
12.6,2009,January,Western Australia
5.4,2009,February,Western Australia
6,2009,March,Western Australia
6.8,2009,April,Western Australia
49.6,2009,May,Western Australia
131.4,2009,June,Western Australia
145.4,2009,July,Western Australia
129,2009,August,Western Australia
93.2,2009,September,Western Australia
4,2009,October,Western Australia
32.4,2009,November,Western Australia
0,2009,December,Western Australia
0,2010,January,Western Australia
0,2010,February,Western Australia
43.2,2010,March,Western Australia
23.2,2010,April,Western Australia
88.6,2010,May,Western Australia
47.2,2010,June,Western Australia
144.6,2010,July,Western Australia
60,2010,August,Western Australia
27.8,2010,September,Western Australia
25.2,2010,October,Western Australia
7.6,2010,November,Western Australia
16,2010,December,Western Australia
43.2,2011,January,Western Australia
0.4,2011,February,Western Australia
0,2011,March,Western Australia
26.2,2011,April,Western Australia
58.6,2011,May,Western Australia
143.2,2011,June,Western Australia
164.6,2011,July,Western Australia
127.8,2011,August,Western Australia
102.4,2011,September,Western Australia
63.4,2011,October,Western Australia
38.6,2011,November,Western Australia
67.4,2011,December,Western Australia
27.4,2012,January,Western Australia
19,2012,February,Western Australia
0,2012,March,Western Australia
53.2,2012,April,Western Australia
39.8,2012,May,Western Australia
134.4,2012,June,Western Australia
30.6,2012,July,Western Australia
117.8,2012,August,Western Australia
103.8,2012,September,Western Australia
13.8,2012,October,Western Australia
84.8,2012,November,Western Australia
24.8,2012,December,Western Australia
8.2,2013,January,Western Australia
1,2013,February,Western Australia
60.2,2013,March,Western Australia
7.8,2013,April,Western Australia
112.2,2013,May,Western Australia
23,2013,June,Western Australia
119.2,2013,July,Western Australia
160.6,2013,August,Western Australia
172.4,2013,September,Western Australia
32.4,2013,October,Western Australia
6.2,2013,November,Western Australia
0.8,2013,December,Western Australia
0.4,2014,January,Western Australia
0,2014,February,Western Australia
4.4,2014,March,Western Australia
18.6,2014,April,Western Australia
125.2,2014,May,Western Australia
92.2,2014,June,Western Australia
139.2,2014,July,Western Australia
109.6,2014,August,Western Australia
70.2,2014,September,Western Australia
34.2,2014,October,Western Australia
26.6,2014,November,Western Australia
0.2,2014,December,Western Australia
0.4,2015,January,Western Australia
28.4,2015,February,Western Australia
22,2015,March,Western Australia
56,2015,April,Western Australia
68.8,2015,May,Western Australia
100.2,2015,June,Western Australia
98.8,2015,July,Western Australia
102.8,2015,August,Western Australia
46.8,2015,September,Western Australia
19.2,2015,October,Western Australia
17.4,2015,November,Western Australia
17.4,2015,December,Western Australia
23.4,2016,January,Western Australia
0.8,2016,February,Western Australia
21.4,2016,March,Western Australia
61.6,2016,April,Western Australia
106,2016,May,Western Australia
86.4,2016,June,Western Australia
129.4,2016,July,Western Australia
131.6,2016,August,Western Australia
61.8,2016,September,Western Australia
37.8,2016,October,Western Australia
5.6,2016,November,Western Australia
8.6,2016,December,Western Australia
39.8,2017,January,Western Australia
89.8,2017,February,Western Australia
19.8,2017,March,Western Australia
0,2017,April,Western Australia
57,2017,May,Western Australia
54.8,2017,June,Western Australia
181.8,2017,July,Western Australia
149.2,2017,August,Western Australia
81.2,2017,September,Western Australia
26,2017,October,Western Australia
1.8,2017,November,Western Australia
28.2,2017,December,Western Australia
92,2018,January,Western Australia
0.4,2018,February,Western Australia
1.4,2018,March,Western Australia
10.8,2018,April,Western Australia
72,2018,May,Western Australia
129,2018,June,Western Australia
180.6,2018,July,Western Australia
176.8,2018,August,Western Australia
39,2018,September,Western Australia
36.2,2018,October,Western Australia
4.8,2018,November,Western Australia
0.8,2018,December,Western Australia
5.8,2019,January,Western Australia
0.8,2019,February,Western Australia
4.8,2019,March,Western Australia
35.2,2019,April,Western Australia
12.4,2019,May,Western Australia
175,2019,June,Western Australia
101,2019,July,Western Australia
117.2,2019,August,Western Australia
31.8,2019,September,Western Australia
23.4,2019,October,Western Australia
22.4,2019,November,Western Australia
2.2,2019,December,Western Australia
1.4,2020,January,Western Australia
20.2,2020,February,Western Australia
28,2020,March,Western Australia
15.2,2020,April,Western Australia
109.8,2020,May,Western Australia
104.2,2020,June,Western Australia
71.2,2020,July,Western Australia
99.4,2020,August,Western Australia
81,2020,September,Western Australia
13.2,2020,October,Western Australia
88.8,2020,November,Western Australia
3.8,2020,December,Western Australia
0,2021,January,Western Australia
28.6,2021,February,Western Australia
32.6,2021,March,Western Australia
34.2,2021,April,Western Australia
116,2021,May,Western Australia
103.2,2021,June,Western Australia
262.8,2021,July,Western Australia
51.2,2021,August,Western Australia
64.2,2021,September,Western Australia
97.6,2021,October,Western Australia
6,2021,November,Western Australia
2.6,2021,December,Western Australia
0,2022,January,Western Australia
1.8,2022,February,Western Australia
4.8,2022,March,Western Australia
58.4,2022,April,Western Australia
76.6,2022,May,Western Australia
68.4,2022,June,Western Australia
124.2,2022,July,Western Australia
172.6,2022,August,Western Australia
101.4,2022,September,Western Australia
31.6,2022,October,Western Australia
27.8,2022,November,Western Australia
1,2022,December,Western Australia
0,2023,January,Western Australia
0,2023,February,Western Australia
42.6,2023,March,Western Australia
39.4,2023,April,Western Australia
29.4,2023,May,Western Australia
199.2,2023,June,Western Australia
122.8,2023,July,Western Australia
49.8,2023,August,Western Australia
58.2,2023,September,Western Australia
6.4,2023,October,Western Australia
6.2,2023,November,Western Australia
0,2023,December,Western Australia
